Candidate_Code,Course,Credit,Grade
C17,Software Engineering,3,3.5
C17,Mobile Devices Programming,3,3.5
C17,Art of Living,3,3.5
C17,Ethics and Computer Law,3,2.5
C17,Computer System Security,3,4.0
C17,Computer Science Seminar,1,4.0
C17,Computer Science Research Methodology,3,4.0
C17,Job Internship in Computer science,3,1.0
C17,Microcomputer System and Interfacing,3,4.0
C17,Multimedia Technology,3,4.0
C17,Data Communication and Computer Network System,3,2.5
C17,Computer Science Pre-Project,3,4.0
C17,Web Programming,3,4.0
C17,Calculus 1,3,3.0
C17,Fundamental Computer Science,3,2.5
C17,Computer Programming,3,4.0
C17,English for Everyday Communication,3,3.5
C17,Science for Health,3,3.0
C17,Calculus 2,3,2.5
C17,Statistics for Science,3,3.5
C17,Scientific Information for Computer Science,3,1.5
C17,Object Oriented Programming,3,3.5
C17,Activities for Health,3,3.0
C17,Analysis and Design of Algorithms,3,3.5
C17,Human Relations,3,4.0
C17,Discrete Mathematics,3,2.5
C17,Data Structures and Algorithms,3,3.0
C17,Database Systems,3,3.0
C17,Computer Organization and Architecture,3,4.0
C17,Operating Systems,3,3.5
C17,Process of Thinking and Problem Solving,3,4.0
C17,English for Life Skills	,3,4.0
C17,Numerical Methods,3,3.0
C17,Academic English,3,2.5
C18,Multimedia Technology,3,4.0
C18,Introduction of Artificial Intelligence,3,1.0
C18,Human Computer Interaction,3,4.0
C18,Cloud Computing,3,3.0
C18,System Analysis and Design,3,1.5
C18,Innovation and Technology,3,3.5
C18,Microcomputer System and Interfacing,3,3.5
C18,Software Engineering,3,2.0
C18,Computer System Security,3,2.0
C18,Computer Science Research Methodology,3,3.0
C18,Mobile Devices Programming,3,2.5
C18,"Computer Science in Community, Company and Coperation",1,4.0
C18,Electronic Commerce on Internet,3,3.5
C18,Image Processing,3,3.5
C18,Computer Science Seminar,1,4.0
C18,Computer Science Pre-Project,3,1.0
C18,Art of Living,3,3.0
C18,Productivity Application,3,2.5
C18,Computer Science Project,3,4.0
C18,Data Communication and Computer Network System,3,1.0
C18,Ethics and Computer Law,3,2.0
C18,Analysis and Design of Algorithms,3,1.0
C18,Cooperative Education in Computer Science,6,1.0
C18,Numerical Methods,3,1.5
C18,Fundamental Computer Science,3,1.5
C18,Computer Programming,3,1.5
C18,English for Everyday Communication,3,2.5
C18,Arts of Using Thai Language,3,1.5
C18,Science for Health,3,4.0
C18,Calculus 1,3,1.0
C18,Statistics for Science,3,1.0
C18,Scientific Information for Computer Science,3,2.5
C18,Object Oriented Programming,3,1.0
C18,Activities for Health,3,4.0
C18,Web Programming,3,2.0
C18,Human Relations,3,3.0
C18,Calculus 2,3,1.0
C18,Discrete Mathematics,3,2.5
C18,Data Structures and Algorithms,3,1.5
C18,Database Systems,3,1.5
C18,Computer Organization and Architecture,3,2.5
C18,Operating Systems,3,1.5
C18,Process of Thinking and Problem Solving,3,4.0
C18,Academic English,3,1.5
C18,English for Life Skills	,3,2.0
C19,Multimedia Technology,3,4.0
C19,Introduction of Artificial Intelligence,3,1.5
C19,Human Computer Interaction,3,4.0
C19,Cloud Computing,3,4.0
C19,System Analysis and Design,3,1.0
C19,Innovation and Technology,3,3.5
C19,Microcomputer System and Interfacing,3,4.0
C19,Software Engineering,3,1.0
C19,Computer System Security,3,3.0
C19,Computer Science Research Methodology,3,4.0
C19,Internet of Things,3,4.0
C19,"Computer Science in Community, Company and Coperation",1,3.0
C19,Image Processing,3,4.0
C19,Mobile Devices Programming,3,3.5
C19,Computer Science Seminar,1,4.0
C19,Computer Science Pre-Project,3,1.0
C19,Art of Living,3,2.0
C19,Productivity Application,3,3.5
C19,Computer Science Project,3,4.0
C19,Data Communication and Computer Network System,3,3.5
C19,Ethics and Computer Law,3,2.0
C19,Cooperative Education in Computer Science,6,1.0
C19,Web Programming,3,4.0
C19,Numerical Methods,3,2.5
C19,Analysis and Design of Algorithms,3,2.0
C19,Calculus 1,3,2.0
C19,Fundamental Computer Science,3,3.5
C19,Computer Programming,3,4.0
C19,English for Everyday Communication,3,4.0
C19,Arts of Using Thai Language,3,1.0
C19,Calculus 2,3,2.0
C19,Statistics for Science,3,2.0
C19,Scientific Information for Computer Science,3,3.5
C19,Object Oriented Programming,3,2.0
C19,Science for Health,3,3.0
C19,English for Life Skills	,3,4.0
C19,Activities for Health,3,4.0
C19,Process of Thinking and Problem Solving,3,4.0
C19,Operating Systems,3,4.0
C19,Computer Organization and Architecture,3,3.0
C19,Academic English,3,3.0
C19,Data Structures and Algorithms,3,3.5
C19,Discrete Mathematics,3,3.0
C19,Human Relations,3,3.0
C19,Database Systems,3,3.0
C20,Art Analysis,2,2.5
C20,Arts of Using Thai Language,3,3.0
C20,"Society, Economy, Politics and Law",3,2.5
C20,Computer Assisted Visual Art,2,3.0
C20,Experimental Art,2,3.0
C20,Sculpture 3,4,4.0
C20,Environmental Sculpture,3,2.5
C20,Human Relations,3,3.5
C20,Watercolor Painting,3,3.5
C20,Academic English,3,3.0
C20,Sculpture 4,5,2.5
C20,Innovation and Technology,3,3.0
C20,Job Internship in Art,3,1.0
C20,Seminar in Visual Art	,2,3.0
C20,Art Exhibition Design,3,3.0
C20,Art Thesis Preparation,6,3.5
C20,Writing for Art Thesis,2,4.0
C20,Art Thesis,12,3.0
C20,Necessary Information Technology in Daily Life,3,4.0
C20,Creative Drawing,3,1.5
C20,Paper Art,3,3.5
C20,Anatomy,2,4.0
C20,Composition 2,2,1.0
C20,Drawing,2,3.0
C20,Aesthetics,2,3.0
C20,Theory of Color,2,3.0
C20,History and Style of Eastern Art,3,2.0
C20,Visual Art 1,3,4.0
C20,Art of Living,3,3.0
C20,English for Everyday Communication,3,2.5
C20,Introduction to Composition,2,3.5
C20,History and Style of Western Art,3,2.0
C20,Drawing 1,2,2.5
C20,Sculpture 2,4,3.5
C20,Activities for Health,3,1.0
C20,English for Life Skills	,3,2.5
C20,Contemporary Art,3,4.0
C20,Drawing 2,2,2.0
C20,Composition 1,2,3.0
C20,Sculpture 1,4,2.5
C20,Process of Thinking and Problem Solving,3,1.5
C20,Traditional Thai Art,2,3.0
C20,Lanna Studies,2,1.5
C20,Visual Art 2,3,3.5
C21,Object Oriented Analysis and Design,3,3.0
C21,Electronic Commerce,3,3.0
C21,Information Management,3,1.5
C21,Ethics and Information Law,3,3.0
C21,System Analysis and Design for Information,3,3.5
C21,Computer Network Management,3,3.5
C21,Project Management in Information Technology,3,3.5
C21,Fundamental Chinese,3,2.0
C21,Human Computer Interaction,3,3.0
C21,Multimedia Technology,3,3.5
C21,Information Technology Research Methodology,3,3.5
C21,Selected Programming Language,3,3.0
C21,Mobile Devices Programming,3,3.0
C21,Job Internship in Information Technology,6,1.0
C21,Information Technology Seminar,1,4.0
C21,Information System Security,3,2.0
C21,Information Technology Project,3,1.0
C21,Special Topic in Information Technology,3,3.0
C21,Management Information System,3,4.0
C21,Chinese for Communication,3,3.5
C21,Thinking and Making Decision Scientifically,3,4.0
C21,Web Programming,3,4.0
C21,Data Communication and Computer Network System,3,4.0
C21,Technical English,3,3.5
C21,English in Everyday Use,3,1.5
C21,General Psychology,3,3.5
C21,Sufficiency Economy to Sustainable Development,3,3.0
C21,Calculus 1,3,2.0
C21,Introduction to Physics,3,2.0
C21,Introduction to Computer,3,3.0
C21,English for Communication,3,3.0
C21,Thai for Communication,3,3.0
C21,Life and Social Skills,3,3.5
C21,Introduction to Physics Laboratory,1,3.0
C21,Systems Information Technology in Organization,3,3.5
C21,Discrete Mathematics,3,2.5
C21,Structure Programming,3,2.5
C21,Physical Education,2,4.0
C21,English for Career,3,1.5
C21,Statistics for Science,3,2.5
C21,Computer Platform Technology,3,2.5
C21,Object Oriented Programming,3,2.5
C21,Technological Mathematics,3,2.5
C21,Database System for Information Technology,3,2.0
C22,Artificial Intelligence for Robots,3,4.0
C22,Computer Networks,3,2.5
C22,Object Oriented Programming,3,4.0
C22,Introduction to Environmental Engineering,1,4.0
C22,Thinking and Making Decision Scientifically,3,3.0
C22,Database Systems,3,4.0
C22,Exercise for Health,3,4.0
C22,Microprocessor and Interface,3,2.0
C22,Electrical Circuits for Computer Engineering,3,1.0
C22,Computer Engineering Pre-Project,1,4.0
C22,Thai for Communication,3,4.0
C22,International Relations,2,4.0
C22,Software Engineering,3,4.0
C22,Discrete Mathematics for Engineering,3,4.0
C22,System Analysis and Design for Engineering,3,4.0
C22,Computer Engineering Laboratory,2,4.0
C22,Numerical Methods for Computer Engineering,3,4.0
C22,Image Processing and Computer Vision,3,4.0
C22,Computer Engineering Project,3,4.0
C22,Mathematics for Computer Engineering,3,4.0
C22,Co-operative Education in Computer Engineering,6,1.0
C22,Operating Systems,3,4.0
C22,Signals and Systems,3,4.0
C22,Internet Programming,3,4.0
C22,Engineering Mechanics,3,4.0
C22,"Ethical, Legal and Social Issues in Computer",1,4.0
C22,Engineering Drawing,3,2.5
C22,Physics 1 for Engineers,3,3.0
C22,Life Skills and Volunteer Mind,3,4.0
C22,English in Everyday Use,3,2.5
C22,Elementary Statistics,3,4.0
C22,Chemistry for Engineers,3,3.0
C22,Chemistry Laboratory for Engineers,1,3.0
C22,Physics 1 for Engineers Laboratory,1,4.0
C22,Computer Programming,3,4.0
C22,Basic Computer Engineering Training,3,4.0
C22,Physical Education,2,4.0
C22,English for Communication,3,4.0
C22,Calculus 2 for Engineers,3,4.0
C22,Physics 2 for Engineers,3,4.0
C22,Physics 2 for Engineers Laboratory,1,4.0
C22,Calculus 1 for Engineers,3,4.0
C22,Advanced Computer Programming,3,4.0
C22,Electronic Circuits for Computer Engineering,3,3.5
C22,Computer System Architectures and Organizations,3,4.0
C22,Digital Systems Design Laboratory,1,2.0
C22,Digital Systems Design,3,3.0
C22,Data Structures and Algorithms,3,4.0
C22,English for Career,3,3.5
C22,Sufficiency Economy to Sustainable Development,3,4.0
C22,General Psychology,3,4.0
C22,Technical English,3,3.0
C22,Introduction to Digital Systems,3,3.0
C22,Mathematics for Computer Engineering,3,1.5
C23,Project Management in Information Technology,3,4.0
C23,Web Programming,3,4.0
C23,Ethics and Information Law,3,4.0
C23,Computer Network Management,3,3.5
C23,System Analysis and Design for Information,3,3.5
C23,Fundamental Chinese,3,4.0
C23,Information Management,3,2.0
C23,Electronic Commerce,3,3.5
C23,Object Oriented Analysis and Design,3,3.0
C23,Human Computer Interaction,3,3.5
C23,Job Internship in Information Technology,6,1.0
C23,Information Technology Research Methodology,3,4.0
C23,Selected Programming Language,3,2.5
C23,Mobile Devices Programming,3,3.5
C23,Multimedia Technology,3,4.0
C23,Information Technology Seminar,1,4.0
C23,Information System Security,3,3.5
C23,Information Technology Project,3,1.0
C23,Special Topic in Information Technology,3,3.0
C23,Management Information System,3,3.5
C23,Chinese for Communication,3,3.0
C23,Thinking and Making Decision Scientifically,3,4.0
C23,Computer Platform Technology,3,2.5
C23,Data Communication and Computer Network System,3,3.0
C23,General Psychology,3,4.0
C23,Sufficiency Economy to Sustainable Development,3,4.0
C23,Calculus 1,3,2.5
C23,Introduction to Physics,3,2.5
C23,Introduction to Physics Laboratory,1,3.5
C23,Introduction to Computer,3,3.5
C23,English for Communication,3,2.5
C23,Thai for Communication,3,3.5
C23,Life and Social Skills,3,3.5
C23,English in Everyday Use,3,2.5
C23,Systems Information Technology in Organization,3,3.0
C23,Discrete Mathematics,3,3.5
C23,Structure Programming,3,4.0
C23,Physical Education,2,4.0
C23,English for Career,3,2.5
C23,Statistics for Science,3,3.5
C23,Technical English,3,3.0
C23,Object Oriented Programming,3,4.0
C23,Database System for Information Technology,3,3.5
C23,Technological Mathematics,3,4.0
C24,Environment and Development,3,3.5
C24,Media Art 3,4,4.0
C24,Experimental Art,2,4.0
C24,Composition 2,2,4.0
C24,Innovation and Technology,3,4.0
C24,Electronic Print Media,3,4.0
C24,Human Relations,3,4.0
C24,Arts of Using Thai Language,3,3.5
C24,Art Analysis,2,4.0
C24,Job Internship in Art,3,1.0
C24,Creative Drawing,3,3.5
C24,Media Art 4,5,4.0
C24,Experimental Art for Media Art,3,4.0
C24,Seminar in Visual Art	,2,4.0
C24,Art Exhibition Design,3,4.0
C24,Art Thesis Preparation,6,4.0
C24,Writing for Art Thesis,2,4.0
C24,Art Thesis,12,4.0
C24,Lanna Studies,2,3.5
C24,Watercolor Painting,3,3.5
C24,Academic English,3,2.5
C24,Media Art 2,4,2.0
C24,Media Art 1,4,3.0
C24,Process of Thinking and Problem Solving,3,3.5
C24,Drawing,2,3.5
C24,Aesthetics,2,3.5
C24,Theory of Color,2,3.5
C24,History and Style of Eastern Art,3,4.0
C24,Visual Art 1,3,4.0
C24,Art of Living,3,3.5
C24,English for Everyday Communication,3,2.0
C24,Traditional Thai Art,2,4.0
C24,Introduction to Composition,2,4.0
C24,Computer Assisted Visual Art,2,4.0
C24,Drawing 1,2,2.5
C24,Visual Art 2,3,4.0
C24,Activities for Health,3,3.0
C24,English for Life Skills	,3,2.0
C24,Contemporary Art,3,4.0
C24,Anatomy,2,2.0
C24,Drawing 2,2,4.0
C24,History and Style of Western Art,3,3.5
C24,Composition 1,2,4.0
C25,Numerical Methods for Computer Engineering,3,3.5
C25,Computer Engineering Laboratory,2,3.5
C25,Software Engineering,3,4.0
C25,Database Systems,3,2.0
C25,Operating Systems,3,1.5
C25,Computer System Architectures and Organizations,3,2.0
C25,Exercise for Health,3,4.0
C25,Microprocessor and Interface,3,1.0
C25,Data Structures and Algorithms,3,2.0
C25,"Society, Economy, Politics and Law",3,4.0
C25,International Relations,2,4.0
C25,Project Management in Computer Engineering,1,3.5
C25,System Analysis and Design for Engineering,3,2.0
C25,Computer Networks,3,2.5
C25,Software Laboratory,1,4.0
C25,Hardware Laboratory,1,3.0
C25,Parallel and Distributed Database Systems,3,3.5
C25,Internet Programming,3,3.0
C25,Computer Engineering Pre-Project,1,4.0
C25,Physics 2 for Engineers Laboratory,1,4.0
C25,"Ethical, Legal and Social Issues in Computer",1,4.0
C25,Electrical Circuits for Computer Engineering,3,2.0
C25,Co-operative Education in Computer Engineering,6,1.0
C25,Computer Engineering Project,3,3.0
C25,Mathematics for Computer Engineering,3,1.0
C25,Signals and Systems,3,2.5
C25,Engineering Mechanics,3,1.0
C25,Artificial Intelligence for Robots,3,3.0
C25,Creative Writing,3,4.0
C25,English in Everyday Use,3,2.5
C25,Calculus 1 for Engineers,3,2.5
C25,Thinking and Making Decision Scientifically,3,2.5
C25,Chemistry Laboratory for Engineers,1,2.5
C25,Physics 1 for Engineers,3,2.0
C25,Physics 1 for Engineers Laboratory,1,3.5
C25,Computer Programming,3,1.0
C25,Basic Computer Engineering Training,3,4.0
C25,Physical Education,2,4.0
C25,English for Communication,3,2.5
C25,Calculus 2 for Engineers,3,1.0
C25,Advanced Computer Programming,3,3.0
C25,Chemistry for Engineers,3,2.0
C25,Technical English,3,1.5
C25,Introduction to Digital Systems,3,3.0
C25,Discrete Mathematics for Engineering,3,1.0
C25,Electronic Circuits for Computer Engineering,3,2.0
C25,Engineering Drawing,3,3.0
C25,Elementary Statistics,3,3.0
C25,Introduction to Environmental Engineering,1,2.5
C25,Digital Systems Design Laboratory,1,1.0
C25,Digital Systems Design,3,2.5
C25,Physics 2 for Engineers,3,2.0
C25,Sufficiency Economy to Sustainable Development,3,3.5
C25,General Psychology,3,2.5
C25,English for Career,3,3.0
C26,Media Art 2,4,3.0
C26,Human Relations,3,3.5
C26,Electronic Print Media,3,3.5
C26,Innovation and Technology,3,4.0
C26,Arts of Using Thai Language,3,2.5
C26,Experimental Art,2,4.0
C26,Media Art 3,4,3.5
C26,Environment and Development,3,3.5
C26,Art Analysis,2,3.5
C26,Art Exhibition Design,3,4.0
C26,Creative Drawing,3,3.5
C26,Media Art 4,5,4.0
C26,Experimental Art for Media Art,3,4.0
C26,Job Internship in Art,3,1.0
C26,Seminar in Visual Art	,2,2.5
C26,Art Thesis Preparation,6,4.0
C26,Writing for Art Thesis,2,4.0
C26,Art Thesis,12,4.0
C26,Composition 2,2,3.5
C26,Watercolor Painting,3,3.5
C26,Lanna Studies,2,2.5
C26,Composition 1,2,3.5
C26,Process of Thinking and Problem Solving,3,3.0
C26,Academic English,3,1.5
C26,Drawing,2,4.0
C26,Aesthetics,2,2.0
C26,Theory of Color,2,4.0
C26,History and Style of Eastern Art,3,4.0
C26,Computer Assisted Visual Art,2,4.0
C26,Art of Living,3,2.5
C26,English for Everyday Communication,3,2.5
C26,Traditional Thai Art,2,3.5
C26,Introduction to Composition,2,4.0
C26,Visual Art 1,3,4.0
C26,Drawing 1,2,3.0
C26,History and Style of Western Art,3,3.0
C26,Drawing 2,2,4.0
C26,Anatomy,2,2.0
C26,Contemporary Art,3,2.0
C26,Media Art 1,4,2.5
C26,Activities for Health,3,2.0
C26,Visual Art 2,3,3.5
C26,English for Life Skills	,3,2.0
C27,Project Management in Information Technology,3,4.0
C27,Web Programming,3,4.0
C27,Ethics and Information Law,3,3.0
C27,Computer Network Management,3,4.0
C27,System Analysis and Design for Information,3,4.0
C27,Fundamental Chinese,3,4.0
C27,Information Management,3,4.0
C27,Electronic Commerce,3,4.0
C27,Object Oriented Analysis and Design,3,4.0
C27,Human Computer Interaction,3,4.0
C27,Special Topic in Information Technology,3,3.5
C27,Information Technology Research Methodology,3,4.0
C27,Selected Programming Language,3,4.0
C27,Mobile Devices Programming,3,4.0
C27,Multimedia Technology,3,4.0
C27,Job Internship in Information Technology,6,1.0
C27,Information Technology Seminar,1,4.0
C27,Information System Security,3,3.0
C27,Information Technology Project,3,1.0
C27,Management Information System,3,4.0
C27,Chinese for Communication,3,4.0
C27,Thinking and Making Decision Scientifically,3,4.0
C27,English in Everyday Use,3,3.0
C27,Data Communication and Computer Network System,3,4.0
C27,Technical English,3,4.0
C27,General Psychology,3,4.0
C27,Sufficiency Economy to Sustainable Development,3,3.0
C27,Calculus 1,3,2.5
C27,Introduction to Physics Laboratory,1,4.0
C27,Introduction to Computer,3,3.0
C27,English for Communication,3,4.0
C27,Thai for Communication,3,4.0
C27,Life and Social Skills,3,3.5
C27,Introduction to Physics,3,3.5
C27,Systems Information Technology in Organization,3,4.0
C27,Discrete Mathematics,3,4.0
C27,Structure Programming,3,4.0
C27,Physical Education,2,4.0
C27,English for Career,3,4.0
C27,Statistics for Science,3,4.0
C27,Computer Platform Technology,3,3.0
C27,Object Oriented Programming,3,4.0
C27,Technological Mathematics,3,3.5
C27,Database System for Information Technology,3,4.0
C28,English for Life Skills	,3,4.0
C28,Numerical Methods for Computer Engineering,3,3.5
C28,Computer Engineering Laboratory,2,4.0
C28,Project Management in Computer Engineering,1,4.0
C28,Electrical Circuits for Computer Engineering,3,1.0
C28,Engineering Mechanics,3,3.5
C28,Hardware Laboratory,1,4.0
C28,Software Engineering,3,4.0
C28,Thinking and Making Decision Scientifically,3,2.5
C28,Data Structures and Algorithms,3,2.5
C28,Engineering Drawing,3,4.0
C28,Exercise for Health,3,4.0
C28,Parallel and Distributed Database Systems,3,3.0
C28,Database Systems,3,3.5
C28,Computer Networks,3,2.5
C28,Computer Engineering Pre-Project,1,4.0
C28,Introduction to Environmental Engineering,1,2.5
C28,"Ethical, Legal and Social Issues in Computer",1,4.0
C28,Microprocessor and Interface,3,2.0
C28,Signals and Systems,3,3.5
C28,Internet Programming,3,3.5
C28,Artificial Intelligence for Robots,3,4.0
C28,Co-operative Education in Computer Engineering,6,1.0
C28,Computer Engineering Project,3,4.0
C28,Software Laboratory,1,3.5
C28,Operating Systems,3,2.5
C28,Discrete Mathematics for Engineering,3,2.5
C28,System Analysis and Design for Engineering,3,2.0
C28,Elementary Statistics,3,4.0
C28,English in Everyday Use,3,4.0
C28,Calculus 1 for Engineers,3,4.0
C28,Chemistry Laboratory for Engineers,1,3.0
C28,Physics 1 for Engineers,3,2.0
C28,Physics 1 for Engineers Laboratory,1,4.0
C28,Computer Programming,3,4.0
C28,Mathematics for Computer Engineering,3,1.0
C28,Basic Computer Engineering Training,3,4.0
C28,Physical Education,2,3.0
C28,English for Communication,3,4.0
C28,Calculus 2 for Engineers,3,1.0
C28,Physics 2 for Engineers,3,2.5
C28,Chemistry for Engineers,3,3.5
C28,Electronic Circuits for Computer Engineering,3,2.5
C28,Physics 2 for Engineers Laboratory,1,4.0
C28,International Relations,2,4.0
C28,English for Career,3,4.0
C28,Computer System Architectures and Organizations,3,3.0
C28,Digital Systems Design Laboratory,1,1.0
C28,Fundamental Japanese Conversation,3,4.0
C28,Sufficiency Economy to Sustainable Development,3,3.5
C28,General Psychology,3,2.5
C28,Technical English,3,3.5
C28,Introduction to Digital Systems,3,3.5
C28,Advanced Computer Programming,3,3.5
C28,Digital Systems Design,3,3.0
C29,Systems Analysis and Design,3,1.0
C29,Computer Security,3,2.5
C29,Decision Support Systems,3,1.5
C29,Online Business Management,3,4.0
C29,Information for Report Writing,3,3.0
C29,Macroeconomics,3,3.0
C29,Pre Co-operative Education and Job Internship in Business Administration,1,1.0
C29,Database Application Software,3,1.5
C29,Object Oriented Programming,3,2.0
C29,Social Network for Business,3,4.0
C29,Exercise for Health,3,3.5
C29,Data Structure and Algorithm,3,3.0
C29,Visual Programming,3,1.5
C29,Information System in Organization,3,3.0
C29,English for Business Communication,3,2.5
C29,English in Everyday Use,3,3.5
C29,Business Finance,3,2.0
C29,Elementary Statistics,3,1.0
C29,Co-operative Education in Business Administration,6,1.0
C29,Computer Information Systems Project,3,2.5
C29,Business Law and Ethics,3,3.0
C29,English through Media and Technology,3,2.0
C29,Sports for Competition,3,4.0
C29,Creative Thinking,3,4.0
C29,Computer Graphics Design,3,2.5
C29,Principles of Marketing,3,2.0
C29,Human Computer Interaction,3,4.0
C29,Special Topics,3,1.5
C29,Physical Education,2,2.5
C29,English in Everyday Use,3,1.0
C29,Thai for Communication,3,2.0
C29,Introduction to Accounting,3,2.0
C29,Organization and Management,3,2.5
C29,Information System in Organization,3,1.5
C29,English for Communication,3,1.5
C29,Life and Social Skills,3,3.0
C29,Implementation of Information System in Business,3,2.5
C29,English for Career,3,1.0
C29,Computer Programming 1,3,1.0
C29,Web Programming,3,2.0
C29,Data Structure and Algorithm,3,1.5
C29,Database Management Systems,3,1.5
C29,Production and Operations Management,3,2.5
C29,Business Data Communication and Network,3,2.5
C29,Quantitative Analysis in Business,3,3.0
C29,Microeconomics,3,1.0
C29,Thinking and Making Decision Scientifically,3,3.0
C29,Sufficiency Economy to Sustainable Development,3,3.5
C30,Ecotourism,3,4.0
C30,Human Computer Interaction,3,3.5
C30,Business Finance,3,1.5
C30,Systems Analysis and Design,3,1.0
C30,Object Oriented Programming,3,3.5
C30,Decision Support Systems,3,2.0
C30,Online Business Management,3,4.0
C30,Information for Report Writing,3,3.0
C30,Computer Graphics Design,3,2.5
C30,Quantitative Analysis in Business,3,1.0
C30,Social Network for Business,3,4.0
C30,Database Application Software,3,2.5
C30,Computer Security,3,3.5
C30,Business Data Communication and Network,3,2.5
C30,English for Business Communication,3,3.5
C30,Sports for Competition,3,4.0
C30,Co-operative Education in Business Administration,6,1.0
C30,Production and Operations Management,3,2.0
C30,Visual Programming,3,3.5
C30,Computer Information Systems Project,3,3.0
C30,Pre Co-operative Education and Job Internship in Business Administration,1,1.0
C30,Data Structure and Algorithm,3,2.0
C30,Macroeconomics,3,3.0
C30,English through Media and Technology,3,4.0
C30,Introduction to Accounting,3,1.0
C30,Principles of Marketing,3,4.0
C30,Implementation of Information System in Business,3,4.0
C30,Special Topics,3,3.0
C30,Physical Education,2,4.0
C30,English in Everyday Use,3,4.0
C30,Elementary Statistics,3,1.0
C30,Organization and Management,3,4.0
C30,Information System in Organization,3,2.5
C30,Thai for Communication,3,3.0
C30,Life and Social Skills,3,3.5
C30,English for Communication,3,3.5
C30,Database Management Systems,3,1.5
C30,Microeconomics,3,1.5
C30,Business Law and Ethics,3,2.5
C30,Web Programming,3,2.0
C30,Sufficiency Economy to Sustainable Development,3,4.0
C30,English for Career,3,4.0
C30,Computer Programming 1,3,1.0
C30,Thinking and Making Decision Scientifically,3,4.0
C31,Data Structure and Algorithm,3,2.5
C31,Computer Network Administration,3,4.0
C31,Information Technology Project,3,1.0
C31,Science for Health,3,4.0
C31,Project Management in Information Technology,3,3.5
C31,Human Computer Interaction,3,2.5
C31,Data Warehouse and Data Mining,3,3.5
C31,Electronic Commerce,3,2.0
C31,Integrative Programming and Web Technology,3,3.5
C31,Web Technology,3,3.0
C31,Software Engineering,3,3.5
C31,Mobile Devices Programming,3,3.0
C31,Cloud Computing,3,4.0
C31,Information Technology Research Methodology,3,3.5
C31,Information System Security,3,3.0
C31,Information Technology Seminar,1,4.0
C31,Special Topic in Information Technology,3,3.0
C31,Job Internship in Information Technology,6,1.0
C31,Software Packages,3,3.0
C31,Multimedia Technology,3,3.5
C31,System Analysis and Design,3,2.5
C31,Data Communication and Computer Network System,3,4.0
C31,Decision Support System,3,4.0
C31,Ethics and Information Law,3,3.5
C31,Principle of Physics,3,2.5
C31,Discrete Mathematics,3,1.5
C31,Fundamentals of Information Technology,3,3.0
C31,Art of Living,3,4.0
C31,Arts of Using Thai Language,3,2.5
C31,Sufficiency Economy and Wisdom of Living,3,4.0
C31,Calculus 1,3,2.0
C31,Management Information System,3,4.0
C31,English for Everyday Communication,3,2.0
C31,Activities for Health,3,4.0
C31,Fundamentals of Programming,3,4.0
C31,Innovation and Technology,3,3.5
C31,Object Oriented Programming,3,4.0
C31,Computer Platform Technology,3,2.5
C31,Academic English,3,1.5
C31,Statistics for Science,3,2.0
C31,English for Life Skills	,3,2.5
C31,Process of Thinking and Problem Solving,3,4.0
C31,Database System,3,1.5
C32,Art of Living,3,4.0
C32,Microcomputer System and Interfacing,3,4.0
C32,Innovation and Technology,3,4.0
C32,System Analysis and Design,3,4.0
C32,Human Computer Interaction,3,4.0
C32,Introduction of Artificial Intelligence,3,4.0
C32,Multimedia Technology,3,4.0
C32,Software Engineering,3,4.0
C32,Mobile Devices Programming,3,4.0
C32,Ethics and Computer Law,3,4.0
C32,Cooperative Education in Computer Science,6,1.0
C32,Electronic Commerce on Internet,3,4.0
C32,Internet of Things,3,4.0
C32,Computer Science Seminar,1,4.0
C32,Computer Science Research Methodology,3,3.5
C32,Computer Science Pre-Project,3,1.0
C32,Computer System Security,3,4.0
C32,Productivity Application,3,4.0
C32,Computer Science Project,3,4.0
C32,Cloud Computing,3,4.0
C32,"Computer Science in Community, Company and Coperation",1,4.0
C32,Data Communication and Computer Network System,3,3.5
C32,Analysis and Design of Algorithms,3,3.0
C32,Web Programming,3,4.0
C32,Fundamental Computer Science,3,3.5
C32,Computer Programming,3,4.0
C32,English for Everyday Communication,3,4.0
C32,Arts of Using Thai Language,3,3.0
C32,Science for Health,3,4.0
C32,Calculus 2,3,3.0
C32,Statistics for Science,3,3.5
C32,Scientific Information for Computer Science,3,4.0
C32,Object Oriented Programming,3,4.0
C32,Activities for Health,3,4.0
C32,Calculus 1,3,2.5
C32,Sufficiency Economy and Wisdom of Living,3,4.0
C32,Discrete Mathematics,3,4.0
C32,Data Structures and Algorithms,3,4.0
C32,Database Systems,3,4.0
C32,Computer Organization and Architecture,3,4.0
C32,Operating Systems,3,4.0
C32,Process of Thinking and Problem Solving,3,4.0
C32,Academic English,3,4.0
C32,Numerical Methods,3,3.5
C32,English for Life Skills	,3,4.0
C33,Software Engineering,3,1.0
C33,Multimedia Technology,3,4.0
C33,Introduction of Artificial Intelligence,3,1.5
C33,Microcomputer System and Interfacing,3,3.0
C33,Computer System Security,3,1.5
C33,System Analysis and Design,3,1.0
C33,Innovation and Technology,3,3.0
C33,Computer Science Research Methodology,3,3.0
C33,Human Computer Interaction,3,4.0
C33,Ethics and Computer Law,3,4.0
C33,Computer Science Seminar,1,4.0
C33,Electronic Commerce on Internet,3,3.5
C33,Mobile Devices Programming,3,3.5
